component,route,plan_score,plan_verdict,plan_layer,plan_role,plan_parent,plan_tier,my_value,my_built,my_disposition,my_hub,defective,flags,plan_enhance,my_upgrade
ClientSnapshotMap,/portal/client-snapshot,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Dashboards / Internal,4.8,6.2,EMBED — reference card,Mortgage & Debt Elimination,False,literal-chart-data,To 9.3: add a discovery question to open the conversation.,add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it
FeeTransparencyDashboard,/portal/fee-transparency,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Dashboards / Internal,7.7,8.1,EMBED — named tab,Investments & Portfolio,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
OwnerWarRoom,/portal/command-center,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Dashboards / Internal,5.5,7.4,EMBED — accordion section,Reports & Deliverables,True,frozen-chart,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
StaleDigest,/portal/stale-digest,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Dashboards / Internal,5.5,7.4,EMBED — accordion section,Compliance & Supervision,True,frozen-chart,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
AIStrategyLabPro,/portal/ai-strategy-lab,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,3.0,3.4,UPGRADE or fold into library,Scenario Lab & Comparison,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
AthenePEPlus15,/portal/athene-pe-plus15,8.0,KEEP-L1,L1 — Platform,TOGGLE,ExistingAnnuities,Supporting Planning,7.1,7.5,EMBED — named tab,"Insurance, Annuity & Carrier",False,,To 9.3: add a discovery question to open the conversation.,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes"
AxonicSP500,/portal/axonic-sp500,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,5.7,7.1,EMBED — accordion section,"Insurance, Annuity & Carrier",False,literal-chart-data,To 9.3: add a discovery question to open the conversation.,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes"
BulkGeneration,/portal/bulk-generation,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,7.7,8.1,EMBED — named tab,Advisor Practice & Sales Enablement,False,,To 9.3: add a discovery question to open the conversation.,"register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
ClientDetail,/portal/clients/:id,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.2,6.6,EMBED — accordion section,Mortgage & Debt Elimination,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
ClientEngagementScore,/portal/engagement-score,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.0,7.9,EMBED — accordion section,Engagement & Behavioral,True,frozen-chart,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
ClientFiles,/portal/client-files,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,4.6,5.0,EMBED — reference card,Mortgage & Debt Elimination,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
ClientScorecard,/portal/client-scorecard,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,5.9,6.3,EMBED — accordion section,Mortgage & Debt Elimination,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
IncomeTimeline,/portal/income-timeline,8.0,KEEP-L1,L1 — Platform,TOGGLE,RetirementIncomeProjection,Supporting Planning,6.9,7.3,EMBED — accordion section,Retirement Income & Drawdown,False,,To 9.3: add a discovery question to open the conversation.,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes"
InflationAnalysis,/portal/inflation,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,5.9,7.8,EMBED — accordion section,Investments & Portfolio,True,frozen-chart,To 9.3: add a discovery question to open the conversation.,"widen inputs to a full scenario (assumptions, ranges, alternatives) ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
LegalPaymentFolder,/portal/legal-payment-folder,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,5.9,6.3,EMBED — accordion section,"Public, Marketing & Legal",False,,To 9.3: add a discovery question to open the conversation.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
MeetingAgenda,/portal/meeting-agenda,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.7,7.1,EMBED — accordion section,Client Management & CRM,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
NaturalLanguageQuery,/portal/data-query,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.3,6.7,EMBED — accordion section,AI Brain & Intelligence,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
OwnerOversight,/portal/owner-oversight,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.9,7.3,EMBED — accordion section,Business & Succession,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
RebalanceAlerts,/portal/rebalance,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,7.0,7.4,EMBED — named tab,Investments & Portfolio,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
SmartRebalancingAlerts,/portal/smart-rebalancing,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,6.6,7.0,EMBED — accordion section,Investments & Portfolio,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
StrategyLab,/portal/strategy,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,7.1,7.5,EMBED — named tab,Scenario Lab & Comparison,False,,To 9.3: add a discovery question to open the conversation.,add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it
SupervisorMonitoringAgreement,/portal/monitoring-agreement,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,4.7,5.1,EMBED — reference card,Compliance & Supervision,False,,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
WorkflowAutomations,/portal/workflow-automations,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Supporting Planning,4.0,5.9,EMBED — reference card,Advisor Practice & Sales Enablement,True,frozen-chart,To 9.3: add a discovery question to open the conversation.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add branded PDF export with sources and method notes"
AnnualFinancialPhysical,/portal/annual-financial-physical,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Tax / Income Lever,1.8,2.2,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 10: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
TaxAlphaScorecard,/portal/tax-alpha-scorecard,8.0,KEEP-L1,L1 — Platform,STANDALONE,—,Tax / Income Lever,1.3,1.7,UPGRADE or fold into library,Tax Strategy,False,,To 10: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
TaxLossHarvesting,,8.0,KEEP-L1,L1 — Platform,TOGGLE,TaxLossHarvestingScanner,Tax / Income Lever,0.5,1.4,UPGRADE or fold into library,Tax Strategy,False,fabricated-constant|literal-chart-data,To 10: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
AnnuityWaterfallEngine,/portal/annuity-waterfall,7.9,KEEP-L1,L2 — Advanced,TOGGLE,ExistingAnnuities,Guaranteed Income / Annuity,1.3,1.7,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,,To 9.9: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
PensionMaximization,/portal/pension-maximization,7.9,KEEP-L1,L2 — Advanced,TOGGLE,PensionVsLumpSumCalc,Guaranteed Income / Annuity,0.5,1.8,UPGRADE or fold into library,Retirement Income & Drawdown,False,fabricated-constant,To 9.9: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
RetirementIncomeFloorStrategy,/portal/income-floor-strategy,7.9,KEEP-L1,L2 — Advanced,TOGGLE,RetirementIncomeProjection,Guaranteed Income / Annuity,1.8,2.2,UPGRADE or fold into library,Retirement Income & Drawdown,False,,To 9.9: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SequenceOfReturnsRisk,/portal/sequence-of-returns,7.9,KEEP-L1,L2 — Advanced,STANDALONE,—,Guaranteed Income / Annuity,2.2,2.6,UPGRADE or fold into library,Retirement Income & Drawdown,False,,To 9.9: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
VariableAnnuityAnalyzer,/portal/variable-annuity,7.9,KEEP-L1,L2 — Advanced,TOGGLE,ExistingAnnuities,Guaranteed Income / Annuity,1.5,2.9,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,literal-chart-data,To 9.9: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
DocumentTemplates,/portal/document-templates,7.9,KEEP-L1,L2 — Advanced,STANDALONE,—,Platform / Admin,6.2,6.6,EMBED — accordion section,Advisor Practice & Sales Enablement,False,,To 9.2: tie the output explicitly to an IUL solution.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
HotIncome,/portal/hot-income,7.9,KEEP-L1,L2 — Advanced,STANDALONE,—,Supporting Planning,4.6,5.0,EMBED — reference card,Retirement Income & Drawdown,False,,To 9.2: wire it to live client/carrier data.,"add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
ClientPortfolioDashboard,/portal/client-portfolio,7.8,KEEP-L1,L2 — Advanced,STANDALONE,—,Supporting Planning,4.9,5.3,EMBED — reference card,Mortgage & Debt Elimination,False,,To 9.1: wire it to live client/carrier data.,"add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives)"
Clients,/portal/clients,7.8,KEEP-L1,L2 — Advanced,STANDALONE,—,Supporting Planning,7.0,7.4,EMBED — named tab,Mortgage & Debt Elimination,False,,To 9.1: add a discovery question to open the conversation.,add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it
DigitalAssetEstatePlanner,/portal/digital-estate,7.7,KEEP-L1,L2 — Advanced,TOGGLE,EstateFlowChart,Estate / Legacy,0.5,1.8,UPGRADE or fold into library,"Estate, Trust & Legacy",False,literal-chart-data,To 9.7: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
DisabilityGapAnalyzer,,7.7,KEEP-L1,L2 — Advanced,TOGGLE,OverheadExpenseCalc,Estate / Legacy,1.4,1.8,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,,To 9.7: wire it to live client/carrier data.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
